"author_name","paper_title"
"Luiz Ludwig","Northness: Poetic Visualization of Data Infrastructure Inequality"
"Luk Wai Lam Noah","The Memory of Street - Hong Kong: History, Culture, Memory and Post-Humanism"
"Luka Aron","Laser Phase Synthesis"
"Luka Tilinger","VR as a function for archiving media arts, one example"
"Lukas Fritzsche","AirTied: Automatic Personal Fabrication of Truss Structures"
"Lukas Gehrke","Towards an Implicit Metric of Sensory-Motor Accuracy: Brain Responses to Auditory Prediction Errors in Pianists"
"Lukas Rambold","AirTied: Automatic Personal Fabrication of Truss Structures"
"Luke Dahl","Adapting & Openness: Dynamics of Collaboration Interfaces for Heterogeneous Digital Orchestras"
"Luke Dahl","The Effect of Visualisation Level and Situational Visibility in Co-located Digital Musical Ensembles"
"Luke Fischbeck","Mockingbirds: Modelling attention, memory and the texture of repair"
"Luke Stern","Pixels in the Material World: Making Marching Cubes"
"Lulin Shi","Dynamic Weighted Semantic Correspondence for Few-Shot Image Generative Adaptation"
"Lung-Pan Cheng","PneuSeries: 3D Shape Forming with Modularized Serial-Connected Inflatables"
"Luong Hue Trinh","Challenges and Prospects in Remote Cross-cultural Musical Interface Design"
"Lusi Wang","Exploring the Affordances of VR for Musical Interaction Design with VIMEs"
"Luzilei Aliel","Disruptions, technologically convergent factors and creative activities: defining and delineating musical stuff"
"Luís Mendonça","V. F. Perkins On Movies - Collected Shorter Film Criticism: ‘Play It Again’ or The Film World Under Inspection"
"Luís Teixeira","All is Noise: In Search of Enlightenment, a VR Experience"
"Luísa Ribas","“I’m a virtual assistant so I don’t have pronouns the way people do, thanks for asking”: gender neutrality, diversification and fluidity in AI"
"Luísa Ribas","I try to stay neutral: digital assistants and their stance towards gender"
"Lydia B Chilton","Opal: Multimodal Image Generation for News Illustration"
"Lydia B Chilton","Initial Images: Using Image Prompts to Improve Subject Representation in Multimodal AI Generated Art"
"Lydia B Chilton","SymbolFinder: Brainstorming Diverse Symbols Using Local Semantic Networks"
"Lyn Bartram","Affective, Hand-Sculpted Glyph Forms for Engaging and Expressive Scientific Visualization"
"Lyn Chao-ling Chen","Sand Scope: An Interactive Installation for Revealing the Connection Between Mental Space and Life Space in a Microcosm of the World"
"Lyn R Bartram","Augmented Chironomia for Presenting Data to Remote Audiences"
"Lynn Froggett","Emergent Knowledge in the Third Space of Art-Science"
"Lynn Ransom","Wikibase Model for Premodern Manuscript Metadata Harmonization, Linked Data Integration, and Discovery"
"M. Asif Ahmad","VR Open Scores: Scores as Inspiration for VR Scenarios"
"M. Eugenia Demeglio","Cybernetic Performance Ecosystems: The Im-Medea Cycle"
"Maakito Inoue","ModularHMD: A Reconfigurable Mobile Head-Mounted Display Enabling Ad-hoc Peripheral Interactions with the Real World"
"Maarten H. Lamers","Towards a Relational Model of Co-located Interaction in Interactive Art"
"Maarten van Walstijn","What Makes a Good Musical Instrument? A Matter of Processes, Ecologies and Specificities"
"Maarten Van Walstijn","Vodhrán: collaborative design for evolving a physical model and interface into a proto-instrument"
"Maayan Zhitomirsky-Geffet","Around the GLOBE: Numerical Aggregation Question-answering on Heterogeneous Genealogical Knowledge Graphs with Deep Neural Networks"
"Mackenzie Marie Leake","KineCAM: An Instant Camera for Animated Photographs"
"Madalena Miranda","In search of the Lisbon Lazaretto"
"Madalina Nicolae","Biohybrid Devices: Prototyping Interactive Devices with Growable Materials"
"Mads Bering Christiansen","Sounding Softness and the (Artificial) Subject"
"Mads Walther-Hansen","Force dynamics as a design framework for mid-air musical interfaces"
"Mafalda Gamboa","Conversations with Myself: Sketching Workshop Experiences in Design Epistemology"
"Magdalena Germek","Disruptive Avant-Garde Art of Today: Shaping Post-Growth Imaginaries for Symbiotic Futures"
"Magdalini Grigoriadou","Disembodiment in VR: Immersed in 3D Audio Experiences"
"Maha Ayed Alfadalat","Procedural Modeling Based Shape Grammar as a Key to Generating Digital Architectural Heritage"
"Mahdi Bahrami","Deep Learning for Identifying Iran’s Cultural Heritage Buildings in Need of Conservation Using Image Classification and Grad-CAM"
"Mahesh Krishna","Disgusting desire: The Windup Girl as both object of desire and abject body"
"Mahmood Jasim","RisingEMOTIONS: Bridging Art and Technology to Visualize Public’s Emotions about Climate Change"
"Mahsoo Salimi","Liminal Scape, an interactive visual installation with expressive AI"
"Mahya Ameryan","How to Limit Label Dissipation in Neural-network Validation: Exploring Label-free Early-stopping Heuristics"
"Maja Bak Herrie","Topological Vision: The Artistic Thinking of Shigeru Onishi"
"Maja Budzarov","VR as a function for archiving media arts, one example"
"Maja-Lee Voigt","We build this city on rocks and (feminist) code: hacking corporate computational designs of cities to come"
"Majella Clarke","Castles versus Cheerleaders: The Clash of Old and New Power Values and Their Effect on the Role of the Conductor"
"Majken Kirkegaard Rasmussen","A Review of Visual Strategies in Pictorials"
"Makayla M Lewis","Explainable AI for the Arts 2 (XAIxArts2)"
"Makayla M Lewis","Portraying What is in Front of You: Virtual Tours and Online Whiteboards to Facilitate Art Practice during the COVID-19 Pandemic"
"Makayla M Lewis","Do Humans Dream of Digital Devices? Subconscious User Experiences and Narratives"
"Makrina Viola Kosti","ReSilence: Retune the Soundscape of future cities through art and science collaboration"
"Malek Itani","Semantic hearing: Programming acoustic scenes with binaural hearables"
"Malisa Dang","VoicingHan: between Mortal and Immortal"
"Mamdooh Afdile","The Prospect of Art-Science Interplay in Filmmaking as Research: From Abstract to Implicit Film"
"Mamdooh Afdile","Beyond Neurocinematics: Investigating Biased Social Perception through Collaboration between Neuroscience and Filmmaking"
"Maneesh Agrawala","Automated Conversion of Music Videos into Lyric Videos"
"Maneesh Agrawala","TaleStream: Supporting Story Ideation with Trope Knowledge"
"Mani Srivastava","Robust Finger Interactions with COTS Smartwatches via Unsupervised Siamese Adaptation"
"Manjeeta R Kale","Designing a Dual-level Facial Expression Evaluation System for Performers Using Geometric Features and Petri Nets"
"Manoj Kumar Kamila","Role of engagement in online gaming: a study of generation Z customers"
"Manoli Moriaty","Symbiosis: a biological taxonomy for modes of interaction in dance-music collaborations"
"Manon Vialle","Visualizing Isadora Duncan’s movement qualities"
"Manuel Cebrián","Shelley: A Crowd-sourced Collaborative Horror Writer"
"Manuel Gértrudix-Barrio","Diverse Cultural Thought In The European Context Through Music Collaboration Networks"
"Manuel Silva","All is Noise: In Search of Enlightenment, a VR Experience"
"Manuelle Freire","On places, spaces and objects of interdisciplinary scholarship: The case of Useful Fictions"
"Manzil Zaheer","Developing Creative AI to Generate Sculptural Objects"
"Manzil Zaheer","The Myths of Our Time: Fake News"
"Mar Canet Sola","Psychedelic Forms - Ceramics and Physical Form in Conversation with Deep Learning"
"Mar Canet Sola","NeuroKnitting Beethoven: visualizing emotional state through the knitting process"
"Mar Canet Sola","Dream Painter: An Interactive Art Installation Bridging Audience Interaction, Robotics, and Creative AI"
"Mar Canet Sola","Loading Ceramics: Visualising Possibilities of Robotics in Ceramics"
"Mar Canet Sola","Artistic Strategies to Guide Neural Networks"
"Mar Canet Sola","Telematic performance enforced by the pandemic: NeuroKnitting Beethoven"
"Mar Canet Sola","Dream Painter: Exploring creative possibilities of AI-aided speech-to-image synthesis in the interactive art context"
"Mar Canet Sola","Visions Of Destruction: Exploring Human Impact on Nature by Navigating the Latent Space of a Diffusion Model via Gaze"
"Mar Gaitán","Enhancing Accessibility and Navigation of Heritage Collections Through Interactive Spatiotemporal Maps"
"Marc Boucher","Dancing with Objects: A Psychological and Neurophysiological Analysis"
"Marc Rölli","The Immanence Of Criticism"
"Marc Teyssier","Processes, Fabrication and Design with Kombucha Bacterial Cellulose: Mapping Practices"
"Marc Teyssier","Biohybrid Devices: Prototyping Interactive Devices with Growable Materials"
"Marc Veyrat","Confined with a coyote: The question of the face BORD®"
"Marcel Borowski","Mirrorverse: Live Tailoring of Video Conferencing Interfaces"
"Marcel Ehrhardt","Piezoelectric Strings as a Musical Interface"
"Marcel Zaes Sagesser","A Grain of: A Multimodal Representation of the City’s Ecology Through Material and Sound"
"Marcello Messina","Disruptions, technologically convergent factors and creative activities: defining and delineating musical stuff"
"Marcelo M. Wanderley","Probatio 1.0: collaborative development of a toolkit for functional DMI prototypes"
"Marcelo M. Wanderley","Prehistoric NIME: Revisiting Research on New Musical Interfaces in the Computer Music Community before NIME"
"Marcelo M. Wanderley","Designing DMIs with(in) a Music Culture: A Participatory Design Process with the Xambá Quilombola Community"
"Marcelo M. Wanderley","The Obstacle Course of DMI Performance: Two Case Studies with T-Stick and Karlax"
"Marcelo M. Wanderley","Interpolating Audio and Haptic Control Spaces"
"Marcelo M. Wanderley","Sonic Touch: A Haptic Toolkit for Fast Vibrotactile Prototyping"
"Marcelo M. Wanderley","T-Patch: a software application for T-Stick Digital Musical Instruments"
"Marcelo M. Wanderley","Sygaldry: DMI Components First and Foremost"
"Marcelo M. Wanderley","The Puara Framework: Hiding complexity and modularity for reproducibility and usability in NIMEs"
"Marcelo M. Wanderley","Making Mappings: Examining the Design Process"
"Marcelo M. Wanderley","A NIME of the Times: Developing an Outward-Looking Political Agenda For This Community"
"Marcelo M. Wanderley","The Scalability of WiFi for Mobile Embedded Sensor Interfaces"
"Marcelo M. Wanderley","Towards the T-Tree 2.0: Lessons Learned From Performance With a Novel DMI and Instrument Hub"
"Marcelo M. Wanderley","Le Bâton: A Digital Musical Instrument Based on the Chaotic Triple Pendulum"
"Marcelo M. Wanderley","Reinventing the Noisebox: Designing Embedded Instruments for Active Musicians"
"Marcelo M. Wanderley","Mapper4Live: Using Control Structures to Embed Complex Mapping Tools into Ableton Live"
"Marcelo M. Wanderley","Feeling the Effort of Classical Musicians - A Pipeline from Electromyography to Smartphone Vibration for Live Music Performance"
"Marcelo M. Wanderley","eTu{d,b}e: case studies in playing with musical agents"
"Marcelo M. Wanderley","Slapbox: Redesign of a Digital Musical Instrument Towards Reliable Long Term Practice"
"Marcelo M. Wanderley","TorqueTuner: A self-contained module for designing rotary haptic force feedback for digital musical instruments"
"Marcelo M. Wanderley","Documentation and Replicability in the NIME Community"
"Marcelo M. Wanderley","MapLooper: Live-looping of distributed gesture-to-sound mappings"
"Marcelo M. Wanderley","The T-Stick Music Creation Project: An approach to building a creative community around a DMI"
"Marcelo M. Wanderley","Comparative Latency Analysis of Optical and Inertial Motion Capture Systems for Gestural Analysis and Musical Performance"
"Marcelo M. Wanderley","Embracing Less Common Evaluation Strategies for Studying User Experience in NIME"
"Marcelo M. Wanderley","Making Mappings: Design Criteria for Live Performance"
"Marcelo M. Wanderley","ForceHost: an open-source toolchain for generating firmware embedding the authoring and rendering of audio and force-feedback haptics"
"Marcelo M. Wanderley","R-FF: A Single Reed Haptic Library for the TorqueTuner"
"Marcelo M. Wanderley","A Visualization Tool to Explore Interactive Sound Installations"
"Marcelo M. Wanderley","Addressing Barriers for Entry and Operation of a Distributed Signal Mapping Framework"
"Marcelo Wanderley","Take Five: Improving Maintainability and Reliability of the T-Stick"
"Marcelo Wanderley","Tools and Techniques for the Maintenance and Support of Digital Musical Instruments"
"Marcelo Wanderley","Introducing the t-Tree: Using Multiple t-Sticks for Performance and Installation"
"Marco (Zhanhang) Liang","Inverse-Rendering-Based Analysis of the Fine Illumination Effects in Salvator Mundi"
"Marco Amerotti","Evaluation of an Interactive Music Performance System in the Context of Irish Traditional Dance Music"
"Marco C. Bernasconi","SOS—TheSpace Option Star: Addressing the Energy Dilemma"
"Marco Malagodi","Multi-Temporal Image Analysis for Preventive Conservation of Historical Musical Instruments"
"Marcus Alexander Dyrholm","DuoRhythmo: Design and remote user experience evaluation (UXE) of a collaborative accessible digital musical interface (CADMI) for people with ALS (PALS)"
"Marcus Carter","Synchronizing multi-perspectival data of children’s digital play at home"
